time_s,LpA_Fast_dB
0,1.28764683964262
4.16666666698262e-05,4.47042004234106
8.33333333396524e-05,14.2853594212106
0.000125000000009479,18.1300509951311
0.000166666666679305,19.3639400332627
0.000208333333349131,20.9919729192557
0.000250000000018957,22.6401855162343
0.000291666666688783,23.2344918827839
0.00033333333335861,23.5993404990182
0.000375000000028436,24.1512232762487
0.000416666666698262,24.3772622733428
0.000458333333368088,24.4532156541413
0.000500000000037915,25.5166705046221
0.000541666666707741,26.5130407328366
0.000583333333377567,27.0707253600253
0.000625000000047393,27.9029924029931
0.000666666666717219,28.4112214130507
0.000708333333387046,28.4805286332761
0.000750000000056872,28.4939512618588
0.000791666666726698,28.5183384117718
0.000833333333396524,28.5291455957599
0.00087500000006635,28.5901034243152
0.000916666666736177,28.7465202770569
0.000958333333406003,28.842845246371
0.00100000000007583,28.9483810338843
0.00104166666674566,29.0893134300478
0.00108333333341548,29.1356194418318
0.00112500000008531,29.147615603909
0.00116666666675513,29.1810184450707
0.00120833333342496,29.3356330520747
0.00125000000009479,29.4592031304464
0.00129166666676461,29.4600601858434
0.00133333333343444,29.6210469311912
0.00137500000010427,30.52081693988
0.00141666666677409,31.3002720207614
0.00145833333344392,31.4406969970632
0.00150000000011374,31.5200616586989
0.00154166666678357,31.6486015932463
0.0015833333334534,31.6995695672128
0.00162500000012322,31.7470049728123
0.00166666666679305,31.863256381264
0.00170833333346287,31.937337649001
0.0017500000001327,31.9464614083946
0.00179166666680253,31.9756733134677
0.00183333333347235,32.0054320266036
0.00187500000014218,32.009075620271
0.00191666666681201,32.0098455397186
0.00195833333348183,32.010253130723
0.00200000000015166,32.0094284665655
0.00204166666682148,32.0448925736464
0.00208333333349131,32.2504096361684
0.00212500000016114,32.4555311997863
0.00216666666683096,32.5478220088699
0.00220833333350079,32.6361871888483
0.00225000000017062,32.6767216502133
0.00229166666684044,32.7446508045029
0.00233333333351027,33.0437430986139
0.00237500000018009,33.5692954499478
0.00241666666684992,34.027234346082
0.00245833333351975,34.2045142497656
0.00250000000018957,34.2132288063403
0.0025416666668594,34.224880464698
0.00258333333352923,34.2659174342944
0.00262500000019905,34.2999694219109
0.00266666666686888,34.3058244129913
0.0027083333335387,34.3085862908421
0.00275000000020853,34.3110359813326
0.00279166666687836,34.3240767661724
0.00283333333354818,34.3640117759523
0.00287500000021801,34.4565419345023
0.00291666666688783,34.5231118870704
0.00295833333355766,34.5293639681278
0.00300000000022749,34.5555620692532
0.00304166666689731,34.6104382441653
0.00308333333356714,34.6669111412404
0.00312500000023697,34.8335118070051
0.00316666666690679,35.0368900380977
0.00320833333357662,35.1005505825726
0.00325000000024644,35.169114246358
0.00329166666691627,35.2483799587439
0.0033333333335861,35.2808848159685
0.00337500000025592,35.3253034604217
0.00341666666692575,35.3549429951746
0.00345833333359558,35.3662201464429
0.0035000000002654,35.4030489163665
0.00354166666693523,35.4708534124663
0.00358333333360505,35.5224935732566
0.00362500000027488,35.5737164501528
0.00366666666694471,35.6489422557728
0.00370833333361453,35.7300817659533
0.00375000000028436,35.802191556809
0.00379166666695419,35.8329558706858
0.00383333333362401,35.8326868239616
0.00387500000029384,35.832730995616
0.00391666666696366,35.8341933636695
0.00395833333363349,35.8538501794747
0.00400000000030332,35.9173519082598
0.00404166666697314,36.0148990494626
0.00408333333364297,36.0826129642859
0.0041250000003128,36.1053337375394
0.00416666666698262,36.1180513973494
0.00420833333365245,36.1371764298804
0.00425000000032227,36.1600049805743
0.0042916666669921,36.1718110851738
0.00433333333366193,36.1756756989768
0.00437500000033175,36.1766574141055
0.00441666666700158,36.2161069786856
0.0044583333336714,36.275697990602
0.00450000000034123,36.299755396791
0.00454166666701106,36.3088593625213
0.00458333333368088,36.4175185959651
0.00462500000035071,36.5581145094752
0.00466666666702054,36.607361277799
0.00470833333369036,36.6424951008437
0.00475000000036019,36.6666368955152
0.00479166666703001,36.6653048670756
0.00483333333369984,36.686545069386
0.00487500000036967,36.7079790995619
0.00491666666703949,36.7071154845258
0.00495833333370932,36.7063762432549
0.00500000000037915,36.7560592822657
0.00504166666704897,36.8490822062568
0.0050833333337188,36.8994189235681
0.00512500000038862,36.910786072164
0.00516666666705845,36.9167342677664
0.00520833333372828,36.9234545895856
0.0052500000003981,36.9280422228292
0.00529166666706793,36.9298630649931
0.00533333333373776,36.94950580117
0.00537500000040758,36.9690869253712
0.00541666666707741,36.9792572643281
0.00545833333374723,37.0001947940656
0.00550000000041706,37.0127459578486
0.00554166666708689,37.0148263945068
0.00558333333375671,37.0219433359535
0.00562500000042654,37.0292140706832
0.00566666666709637,37.0534631946098
0.00570833333376619,37.0745252388257
0.00575000000043602,37.0925220602623
0.00579166666710584,37.1141315362017
0.00583333333377567,37.1340053638293
0.0058750000004455,37.1966221486362
