time,pressure
0,0
0.000125,0.0099356742910475
0.00025,0.0140511653337211
0.000375,0.0099356742910475
0.0005,1.72077146502318e-18
0.000625,-0.0099356742910475
0.00075,-0.0140511653337211
0.000875,-0.00993567429104751
0.001,-3.44154293004635e-18
0.001125,0.00993567429104749
0.00125,0.0140511653337211
0.001375,0.00993567429104751
0.0015,5.16231439506953e-18
0.001625,-0.00993567429104749
0.00175,-0.0140511653337211
0.001875,-0.00993567429104752
0.002,-6.8830858600927e-18
0.002125,0.00993567429104751
0.00225,0.0140511653337211
0.002375,0.00993567429104752
0.0025,8.60385732511588e-18
0.002625,-0.00993567429104751
0.00275,-0.0140511653337211
0.002875,-0.00993567429104752
0.003,-1.03246287901391e-17
0.003125,0.00993567429104751
0.00325,0.0140511653337211
0.003375,0.00993567429104752
0.0035,1.20454002551622e-17
0.003625,-0.0099356742910475
0.00375,-0.0140511653337211
0.003875,-0.00993567429104752
0.004,-1.37661717201854e-17
0.004125,0.0099356742910475
0.00425,0.0140511653337211
0.004375,0.00993567429104752
0.0045,6.54067104694068e-17
0.004625,-0.00993567429104747
0.00475,-0.0140511653337211
0.004875,-0.00993567429104752
0.005,-1.72077146502318e-17
0.005125,0.00993567429104747
0.00525,0.0140511653337211
0.005375,0.0099356742910476
0.0055,6.88482533994532e-17
0.005625,-0.00993567429104743
0.00575,-0.0140511653337211
0.005875,-0.00993567429104756
0.006,-2.06492575802781e-17
0.006125,0.00993567429104746
0.00625,0.0140511653337211
0.006375,0.0099356742910476
0.0065,7.22897963294995e-17
0.006625,-0.00993567429104743
0.00675,-0.0140511653337211
0.006875,-0.00993567429104756
0.007,-2.40908005103245e-17
0.007125,0.00993567429104746
0.00725,0.0140511653337211
0.007375,0.0099356742910476
0.0075,7.57313392595459e-17
0.007625,-0.00993567429104742
0.00775,-0.0140511653337211
0.007875,-0.00993567429104757
0.008,-2.75323434403708e-17
0.008125,0.00993567429104746
0.00825,0.0140511653337211
0.008375,0.00993567429104753
0.0085,-2.06666523788043e-17
0.008625,-0.00993567429104749
0.00875,-0.0140511653337211
0.008875,-0.00993567429104764
0.009,-1.30813420938814e-16
0.009125,0.00993567429104738
0.00925,0.0140511653337211
0.009375,0.00993567429104761
0.0095,8.26144251196386e-17
0.009625,-0.00993567429104742
0.00975,-0.0140511653337211
0.009875,-0.00993567429104757
0.01,-3.44154293004635e-17
0.010125,0.00993567429104745
0.01025,0.0140511653337211
0.010375,0.00993567429104747
0.0105,-1.37835665187116e-17
0.010625,-0.00993567429104749
0.01075,-0.0140511653337211
0.010875,-0.00993567429104758
0.011,-1.37696506798906e-16
0.011125,0.00993567429104738
0.01125,0.0140511653337211
0.011375,0.00993567429104754
0.0115,8.94975109797313e-17
0.011625,-0.00993567429104741
0.01175,-0.0140511653337211
0.011875,-0.00993567429104751
0.012,-4.12985151605562e-17
0.012125,0.00993567429104745
0.01225,0.0140511653337211
0.012375,0.00993567429104761
0.0125,-6.90048065861885e-18
0.012625,-0.00993567429104748
0.01275,-0.0140511653337211
0.012875,-0.00993567429104758
0.013,-1.44579592658999e-16
0.013125,0.00993567429104737
0.01325,0.0140511653337211
0.013375,0.00993567429104754
0.0135,9.6380596839824e-17
0.013625,-0.00993567429104741
0.01375,-0.0140511653337211
0.013875,-0.00993567429104751
0.014,-4.81816010206489e-17
0.014125,0.00993567429104744
0.01425,0.0140511653337211
0.014375,0.00993567429104762
0.0145,-1.73947985261499e-20
0.014625,-0.00993567429104748
0.01475,-0.0140511653337211
0.014875,-0.00993567429104758
0.015,-1.51462678519092e-16
0.015125,0.00993567429104737
0.01525,0.0140511653337211
0.015375,0.00993567429104755
0.0155,1.03263682699917e-16
0.015625,-0.00993567429104741
0.01575,-0.0140511653337211
0.015875,-0.00993567429104766
0.016,-5.50646868807416e-17
0.016125,0.00993567429104744
0.01625,0.0140511653337211
0.016375,0.00993567429104762
0.0165,6.86569106156655e-18
0.016625,-0.00993567429104747
0.01675,-0.0140511653337211
0.016875,-0.00993567429104759
0.017,4.13333047576085e-17
0.017125,0.00993567429104751
0.01725,0.0140511653337211
0.017375,0.00993567429104755
0.0175,1.10146768560009e-16
0.017625,-0.00993567429104726
0.01775,-0.0140511653337211
0.017875,-0.00993567429104766
0.018,-2.61626841877627e-16
0.018125,0.00993567429104729
0.01825,0.0140511653337211
0.018375,0.00993567429104763
0.0185,2.13427846058452e-16
0.018625,-0.00993567429104733
0.01875,-0.0140511653337211
0.018875,-0.00993567429104759
0.019,-1.65228850239277e-16
0.019125,0.00993567429104736
0.01925,0.0140511653337211
0.019375,0.0099356742910477
0.0195,1.17029854420102e-16
0.019625,-0.00993567429104739
0.01975,-0.0140511653337211
0.019875,-0.00993567429104767
0.02,-6.8830858600927e-17
0.020125,0.00993567429104743
0.02025,0.0140511653337211
0.020375,0.00993567429104763
0.0205,2.20310931918545e-16
0.020625,-0.00993567429104732
0.02075,-0.0140511653337211
0.020875,-0.00993567429104746
0.021,2.75671330374231e-17
0.021125,0.0099356742910475
0.02125,0.0140511653337211
0.021375,0.00993567429104756
0.0215,5.23271078553781e-16
0.021625,-0.00993567429104739
0.02175,-0.0140511653337211
0.021875,-0.00993567429104767
0.022,-2.75393013597813e-16
0.022125,0.00993567429104728
0.02225,0.0140511653337211
0.022375,0.00993567429104778
0.0225,4.26873086915431e-16
0.022625,-0.00993567429104717
0.02275,-0.0140511653337211
0.022875,-0.0099356742910476
0.023,-1.78995021959463e-16
0.023125,0.00993567429104735
0.02325,0.0140511653337211
0.023375,0.00993567429104771
0.0235,3.3047509527708e-16
0.023625,-0.00993567429104724
0.02375,-0.0140511653337211
0.023875,-0.00993567429104754
0.024,-8.25970303211124e-17
0.024125,0.00993567429104742
0.02425,0.0140511653337211
0.024375,0.00993567429104764
0.0245,2.3407710363873e-16
0.024625,-0.00993567429104731
0.02475,-0.0140511653337211
0.024875,-0.00993567429104747
0.025,1.38009613172377e-17
0.025125,0.00993567429104749
0.02525,0.0140511653337211
0.025375,0.00993567429104758
0.0255,5.37037250273966e-16
0.025625,-0.00993567429104738
0.02575,-0.0140511653337211
0.025875,-0.00993567429104768
0.026,-2.89159185317998e-16
0.026125,0.00993567429104727
0.02625,0.0140511653337211
0.026375,0.00993567429104779
0.0265,4.40639258635616e-16
0.026625,-0.00993567429104717
0.02675,-0.0140511653337211
0.026875,-0.00993567429104761
0.027,-1.92761193679648e-16
0.027125,0.00993567429104734
0.02725,0.0140511653337211
0.027375,0.00993567429104772
0.0275,3.44241266997266e-16
0.027625,-0.00993567429104724
0.02775,-0.0140511653337211
0.027875,-0.00993567429104754
0.028,-9.63632020412978e-17
0.028125,0.00993567429104741
0.02825,0.0140511653337211
0.028375,0.00993567429104765
0.0285,2.47843275358916e-16
0.028625,-0.0099356742910473
0.02875,-0.0140511653337211
0.028875,-0.00993567429104748
0.029,3.47895970522997e-20
0.029125,0.00993567429104748
0.02925,0.0140511653337211
0.029375,0.00993567429104787
0.0295,5.50803421994151e-16
0.029625,-0.00993567429104709
0.02975,-0.0140511653337211
0.029875,-0.00993567429104769
0.03,-3.02925357038183e-16
0.030125,0.00993567429104726
0.03025,0.0140511653337211
0.030375,0.0099356742910478
0.0305,4.54405430355801e-16
0.030625,-0.00993567429104716
0.03075,-0.0140511653337211
0.030875,-0.00993567429104762
0.031,-2.06527365399833e-16
0.031125,0.00993567429104733
0.03125,0.0140511653337211
0.031375,0.00993567429104773
0.0315,3.58007438717451e-16
0.031625,-0.00993567429104722
0.03175,-0.0140511653337211
0.031875,-0.00993567429104755
0.032,-1.10129373761483e-16
0.032125,0.0099356742910474
0.03225,0.0140511653337211
0.032375,0.00993567429104766
0.0325,2.61609447079101e-16
0.032625,-0.00993567429104729
0.03275,-0.0140511653337211
0.032875,-0.00993567429104749
0.033,-1.37313821231331e-17
0.033125,0.00993567429104747
0.03325,0.0140511653337211
0.033375,0.00993567429104759
0.0335,1.65211455440751e-16
0.033625,-0.00993567429104736
0.03375,-0.0140511653337211
0.033875,-0.0099356742910477
0.034,8.2666609515217e-17
0.034125,0.00993567429104754
0.03425,0.0140511653337211
0.034375,0.00993567429104753
0.0345,6.88134638024009e-17
0.034625,-0.00993567429104743
0.03475,-0.0140511653337211
0.034875,-0.00993567429104763
0.035,-2.20293537120019e-16
0.035125,0.0099356742910476
0.03525,0.0140511653337211
0.035375,0.00993567429104802
0.0355,7.71131748711223e-16
0.035625,-0.00993567429104721
0.03575,-0.0140511653337211
0.035875,-0.00993567429104785
0.036,-5.23253683755255e-16
0.036125,0.00993567429104711
0.03625,0.0140511653337211
0.036375,0.00993567429104795
0.0365,6.74733757072872e-16
0.036625,-0.009935674291047
0.03675,-0.0140511653337211
0.036875,-0.00993567429104778
0.037,-4.26855692116904e-16
0.037125,0.00993567429104717
0.03725,0.0140511653337211
0.037375,0.00993567429104789
0.0375,5.78335765434522e-16
0.037625,-0.00993567429104707
0.03775,-0.0140511653337211
0.037875,-0.00993567429104771
0.038,-3.30457700478554e-16
0.038125,0.00993567429104724
0.03825,0.0140511653337211
0.038375,0.00993567429104782
0.0385,4.81937773796172e-16
0.038625,-0.00993567429104714
0.03875,-0.0140511653337211
0.038875,-0.00993567429104764
0.039,-2.34059708840204e-16
0.039125,0.00993567429104731
0.03925,0.0140511653337211
0.039375,0.00993567429104775
0.0395,3.85539782157822e-16
0.039625,-0.0099356742910472
0.03975,-0.0140511653337211
0.039875,-0.00993567429104758
0.04,-1.37661717201854e-16
0.040125,0.00993567429104738
0.04025,0.0140511653337211
0.040375,0.00993567429104768
0.0405,2.89141790519472e-16
0.040625,-0.00993567429104727
0.04075,-0.0140511653337211
0.040875,-0.00993567429104751
0.041,-4.4062186383709e-16
0.041125,0.00993567429104745
0.04125,0.0140511653337211
0.041375,0.00993567429104761
0.0415,-2.06614339392464e-16
0.041625,-0.00993567429104734
0.04175,-0.0140511653337211
0.041875,-0.00993567429104772
0.042,5.51342660748462e-17
0.042125,0.00993567429104723
0.04225,0.0140511653337211
0.042375,0.00993567429104783
0.0425,9.63458072427717e-17
0.042625,-0.00993567429104769
0.04275,-0.0140511653337211
0.042875,-0.00993567429104737
0.043,-1.04654215710756e-15
0.043125,0.00993567429104702
0.04325,0.0140511653337211
0.043375,0.00993567429104804
0.0435,3.99305953878007e-16
0.043625,-0.00993567429104691
0.04375,-0.0140511653337211
0.043875,-0.00993567429104815
0.044,-5.50786027195625e-16
0.044125,0.0099356742910468
0.04425,0.0140511653337211
0.044375,0.00993567429104769
0.0445,7.02266100513243e-16
0.044625,-0.00993567429104726
0.04475,-0.0140511653337211
0.044875,-0.0099356742910478
0.045,-8.53746173830861e-16
0.045125,0.00993567429104716
0.04525,0.0140511653337211
0.045375,0.0099356742910479
0.0455,2.06509970601307e-16
0.045625,-0.00993567429104705
0.04575,-0.0140511653337211
0.045875,-0.00993567429104801
0.046,-3.57990043918925e-16
0.046125,0.00993567429104694
0.04625,0.0140511653337211
0.046375,0.00993567429104755
0.0465,5.09470117236543e-16
0.046625,-0.0099356742910474
0.04675,-0.0140511653337211
0.046875,-0.00993567429104766
0.047,-6.60950190554161e-16
0.047125,0.00993567429104729
0.04725,0.0140511653337211
0.047375,0.00993567429104777
0.0475,1.3713987324607e-17
0.047625,-0.00993567429104718
0.04775,-0.0140511653337211
0.047875,-0.00993567429104788
0.048,-1.65194060642225e-16
0.048125,0.00993567429104708
0.04825,0.0140511653337211
0.048375,0.00993567429104798
0.0485,3.16674133959843e-16
0.048625,-0.00993567429104754
0.04875,-0.0140511653337211
0.048875,-0.00993567429104753
0.049,-4.68154207277461e-16
0.049125,0.00993567429104743
0.04925,0.0140511653337211
0.049375,0.00993567429104763
0.0495,6.19634280595078e-16
0.049625,-0.00993567429104732
0.04975,-0.0140511653337211
0.049875,-0.00993567429104774
0.05,2.76019226344754e-17
0.050125,0.00993567429104721
0.05025,0.0140511653337211
0.050375,0.00993567429104785
0.0505,1.23878150683142e-16
0.050625,-0.00993567429104711
0.05075,-0.0140511653337211
0.050875,-0.00993567429104795
0.051,-1.07407450054793e-15
0.051125,0.009935674291047
0.05125,0.0140511653337211
0.051375,0.00993567429104806
0.0515,4.26838297318378e-16
0.051625,-0.00993567429104689
0.05175,-0.0140511653337211
0.051875,-0.00993567429104817
0.052,-5.78318370635996e-16
0.052125,0.00993567429104679
0.05225,0.0140511653337211
0.052375,0.00993567429104771
0.0525,7.29798443953614e-16
0.052625,-0.00993567429104724
0.05275,-0.0140511653337211
0.052875,-0.00993567429104782
0.053,-8.81278517271232e-16
0.053125,0.00993567429104714
0.05325,0.0140511653337211
0.053375,0.00993567429104792
0.0535,2.34042314041678e-16
0.053625,-0.00993567429104703
0.05375,-0.0140511653337211
0.053875,-0.00993567429104803
0.054,-3.85522387359296e-16
0.054125,0.00993567429104692
0.05425,0.0140511653337211
0.054375,0.00993567429104814
0.0545,5.37002460676914e-16
0.054625,-0.00993567429104738
0.05475,-0.0140511653337211
0.054875,-0.00993567429104768
0.055,-6.88482533994532e-16
0.055125,0.00993567429104727
0.05525,0.0140511653337211
0.055375,0.00993567429104779
0.0555,4.12463307649778e-17
0.055625,-0.00993567429104717
0.05575,-0.0140511653337211
0.055875,-0.0099356742910479
0.056,-1.92726404082596e-16
0.056125,0.00993567429104706
0.05625,0.0140511653337211
0.056375,0.009935674291048
0.0565,3.44206477400214e-16
0.056625,-0.00993567429104751
0.05675,-0.0140511653337211
0.056875,-0.00993567429104754
0.057,-4.95686550717831e-16
0.057125,0.00993567429104741
0.05725,0.0140511653337211
0.057375,0.00993567429104765
0.0575,6.47166624035449e-16
0.057625,-0.0099356742910473
0.05775,-0.0140511653337211
0.057875,-0.00993567429104776
0.058,6.95791941045994e-20
0.058125,0.0099356742910472
0.05825,0.0140511653337211
0.058375,0.00993567429104787
0.0585,1.51410494123513e-16
0.058625,-0.00993567429104709
0.05875,-0.0140511653337211
0.058875,-0.00993567429104797
0.059,-1.1016068439883e-15
0.059125,0.00993567429104698
0.05925,0.0140511653337211
